Identifier	Title	Subtitle	Corporate Name/Author	Personal Name/Author	Type of resource	Genre	Date	Publisher	Place of publication	Date Other	Language	Form	Extent/Scale	Physical description note	Note	Subject(geographic)	Subject(geographic)	Subject(geographic)	Continent	Country	Province/state	Region	County	City	City section	Area	Coordinates
identifier	title	subtitle	corporateauthor	personalauthor	typeofresource	genreloc	dateCreated	publisher	publicationplace	dateOther	language	physicalform	physicalextent	physicalnote	note	subjectgeographic	subjectgeographic	subjectgeographic	continent	country	province	region	county	city	citySection	area	coordinates
AirPhotos_Hamilton_1964_J2620-16	[City of Hamilton, 1964] : [Flightline J2620-Photo 16]				cartographic	Aerial photographs	1964	[Publisher unknown]	[Place of publication unknown]	1964	eng	remote-sensing image	[1:10,500 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton, north from Fennell Avernue to the Harbour, east of Dundurn Street. Source: [Unknown], [City of Hamilton], Job No. J 3149, 1964.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.270831 ; longitude -79.865541
AirPhotos_Hamilton_1964_J2620-17	[City of Hamilton, 1964] : [Flightline J2620-Photo 17]				cartographic	Aerial photographs	1964	[Publisher unknown]	[Place of publication unknown]	1964	eng	remote-sensing image	[1:10,500 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton, north from Fennell Avernue to the Harbour, east of Dundurn Street. Source: [Unknown], [City of Hamilton], Job No. J 3149, 1964.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.268706 ; longitude -79.856057
AirPhotos_Hamilton_1964_J2620-18	[City of Hamilton, 1964] : [Flightline J2620-Photo 18]				cartographic	Aerial photographs	1964	[Publisher unknown]	[Place of publication unknown]	1964	eng	remote-sensing image	[1:10,500 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton, north from Fennell Avernue to the Harbour, east of Dundurn Street. Source: [Unknown], [City of Hamilton], Job No. J 3149, 1964.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.266644 ; longitude -79.84653
AirPhotos_Hamilton_1964_J2620-19	[City of Hamilton, 1964] : [Flightline J2620-Photo 19]				cartographic	Aerial photographs	1964	[Publisher unknown]	[Place of publication unknown]	1964	eng	remote-sensing image	[1:10,500 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton, north from Fennell Avernue to the Harbour, east of Dundurn Street. Source: [Unknown], [City of Hamilton], Job No. J 3149, 1964.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.264519 ; longitude -79.837174
AirPhotos_Hamilton_1964_J2620-20	[City of Hamilton, 1964] : [Flightline J2620-Photo 20]				cartographic	Aerial photographs	1964	[Publisher unknown]	[Place of publication unknown]	1964	eng	remote-sensing image	[1:10,500 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton, north from Fennell Avernue to the Harbour, east of Dundurn Street. Source: [Unknown], [City of Hamilton], Job No. J 3149, 1964.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.262362 ; longitude -79.827733
AirPhotos_Hamilton_1964_J2620-21	[City of Hamilton, 1964] : [Flightline J2620-Photo 21]				cartographic	Aerial photographs	1964	[Publisher unknown]	[Place of publication unknown]	1964	eng	remote-sensing image	[1:10,500 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton, north from Fennell Avernue to the Harbour, east of Dundurn Street. Source: [Unknown], [City of Hamilton], Job No. J 3149, 1964.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.259331 ; longitude -79.814644
AirPhotos_Hamilton_1964_J2620-22	[City of Hamilton, 1964] : [Flightline J2620-Photo 22]				cartographic	Aerial photographs	1964	[Publisher unknown]	[Place of publication unknown]	1964	eng	remote-sensing image	[1:10,500 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton, north from Fennell Avernue to the Harbour, east of Dundurn Street. Source: [Unknown], [City of Hamilton], Job No. J 3149, 1964.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.256987 ; longitude -79.804559
AirPhotos_Hamilton_1964_J2620-23	[City of Hamilton, 1964] : [Flightline J2620-Photo 23]				cartographic	Aerial photographs	1964	[Publisher unknown]	[Place of publication unknown]	1964	eng	remote-sensing image	[1:10,500 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton, north from Fennell Avernue to the Harbour, east of Dundurn Street. Source: [Unknown], [City of Hamilton], Job No. J 3149, 1964.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.254486 ; longitude -79.793873
AirPhotos_Hamilton_1964_J2620-24	[City of Hamilton, 1964] : [Flightline J2620-Photo 24]				cartographic	Aerial photographs	1964	[Publisher unknown]	[Place of publication unknown]	1964	eng	remote-sensing image	[1:10,500 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton, north from Fennell Avernue to the Harbour, east of Dundurn Street. Source: [Unknown], [City of Hamilton], Job No. J 3149, 1964.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.25183 ; longitude -79.782243
AirPhotos_Hamilton_1964_J2620-51	[City of Hamilton, 1964] : [Flightline J2620-Photo 51]				cartographic	Aerial photographs	1964	[Publisher unknown]	[Place of publication unknown]	1964	eng	remote-sensing image	[1:10,500 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton, north from Fennell Avernue to the Harbour, east of Dundurn Street. Source: [Unknown], [City of Hamilton], Job No. J 3149, 1964.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.27758 ; longitude -79.820309
