Identifier	Title	Subtitle	Corporate Name/Author	Personal Name/Author	Type of resource	Genre	Date	Publisher	Place of publication	Date Other	Language	Form	Extent/Scale	Physical description note	Note	Subject(geographic)	Subject(geographic)	Subject(geographic)	Continent	Country	Province/state	Region	County	City	City section	Area	Coordinates
identifier	title	subtitle	corporateauthor	personalauthor	typeofresource	genreloc	dateCreated	publisher	publicationplace	dateOther	language	physicalform	physicalextent	physicalnote	note	subjectgeographic	subjectgeographic	subjectgeographic	continent	country	province	region	county	city	citySection	area	coordinates
AirPhotos_Hamilton_1950_A12511-5	[Hamilon Area, 6/7/1950] : [Flightline A12511-Photo 5]		National Air Photo Library (Canada)		cartographic	Aerial photographs	6/7/1950	Air Photo Division, Energy Mines & Resources	[Ottawa, Ont.]	6/7/1950	eng	remote-sensing image	[1:10,000 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton north of Mohawk Road, including Dundas, Waterdown, and part of North Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library, Operation 233/50 (cities) Hamilton and Operation 23350, Cities of London and Hamilton, [Air Photos of Hamilton Area], June 4 and 8, 1950.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.247985 ; longitude -79.994502
AirPhotos_Hamilton_1950_A12511-6	[Hamilon Area, 6/7/1950] : [Flightline A12511-Photo 6]		National Air Photo Library (Canada)		cartographic	Aerial photographs	6/7/1950	Air Photo Division, Energy Mines & Resources	[Ottawa, Ont.]	6/7/1950	eng	remote-sensing image	[1:10,000 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton north of Mohawk Road, including Dundas, Waterdown, and part of North Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library, Operation 233/50 (cities) Hamilton and Operation 23350, Cities of London and Hamilton, [Air Photos of Hamilton Area], June 4 and 8, 1950.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.251767 ; longitude -79.986262
AirPhotos_Hamilton_1950_A12511-7	[Hamilon Area, 6/7/1950] : [Flightline A12511-Photo 7]		National Air Photo Library (Canada)		cartographic	Aerial photographs	6/7/1950	Air Photo Division, Energy Mines & Resources	[Ottawa, Ont.]	6/7/1950	eng	remote-sensing image	[1:10,000 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton north of Mohawk Road, including Dundas, Waterdown, and part of North Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library, Operation 233/50 (cities) Hamilton and Operation 23350, Cities of London and Hamilton, [Air Photos of Hamilton Area], June 4 and 8, 1950.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.255674 ; longitude -79.978194
AirPhotos_Hamilton_1950_A12511-8	[Hamilon Area, 6/7/1950] : [Flightline A12511-Photo 8]		National Air Photo Library (Canada)		cartographic	Aerial photographs	6/7/1950	Air Photo Division, Energy Mines & Resources	[Ottawa, Ont.]	6/7/1950	eng	remote-sensing image	[1:10,000 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton north of Mohawk Road, including Dundas, Waterdown, and part of North Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library, Operation 233/50 (cities) Hamilton and Operation 23350, Cities of London and Hamilton, [Air Photos of Hamilton Area], June 4 and 8, 1950.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.259362 ; longitude -79.969869
AirPhotos_Hamilton_1950_A12511-9	[Hamilon Area, 6/7/1950] : [Flightline A12511-Photo 9]		National Air Photo Library (Canada)		cartographic	Aerial photographs	6/7/1950	Air Photo Division, Energy Mines & Resources	[Ottawa, Ont.]	6/7/1950	eng	remote-sensing image	[1:10,000 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton north of Mohawk Road, including Dundas, Waterdown, and part of North Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library, Operation 233/50 (cities) Hamilton and Operation 23350, Cities of London and Hamilton, [Air Photos of Hamilton Area], June 4 and 8, 1950.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.263613 ; longitude -79.961414
AirPhotos_Hamilton_1950_A12511-10	[Hamilon Area, 6/7/1950] : [Flightline A12511-Photo 10]		National Air Photo Library (Canada)		cartographic	Aerial photographs	6/7/1950	Air Photo Division, Energy Mines & Resources	[Ottawa, Ont.]	6/7/1950	eng	remote-sensing image	[1:10,000 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton north of Mohawk Road, including Dundas, Waterdown, and part of North Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library, Operation 233/50 (cities) Hamilton and Operation 23350, Cities of London and Hamilton, [Air Photos of Hamilton Area], June 4 and 8, 1950.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.267675 ; longitude -79.953218
AirPhotos_Hamilton_1950_A12511-11	[Hamilon Area, 6/7/1950] : [Flightline A12511-Photo 11]		National Air Photo Library (Canada)		cartographic	Aerial photographs	6/7/1950	Air Photo Division, Energy Mines & Resources	[Ottawa, Ont.]	6/7/1950	eng	remote-sensing image	[1:10,000 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton north of Mohawk Road, including Dundas, Waterdown, and part of North Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library, Operation 233/50 (cities) Hamilton and Operation 23350, Cities of London and Hamilton, [Air Photos of Hamilton Area], June 4 and 8, 1950.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.271644 ; longitude -79.944935
AirPhotos_Hamilton_1950_A12511-12	[Hamilon Area, 6/7/1950] : [Flightline A12511-Photo 12]		National Air Photo Library (Canada)		cartographic	Aerial photographs	6/7/1950	Air Photo Division, Energy Mines & Resources	[Ottawa, Ont.]	6/7/1950	eng	remote-sensing image	[1:10,000 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton north of Mohawk Road, including Dundas, Waterdown, and part of North Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library, Operation 233/50 (cities) Hamilton and Operation 23350, Cities of London and Hamilton, [Air Photos of Hamilton Area], June 4 and 8, 1950.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.276174 ; longitude -79.936631
AirPhotos_Hamilton_1950_A12511-13	[Hamilon Area, 6/7/1950] : [Flightline A12511-Photo 13]		National Air Photo Library (Canada)		cartographic	Aerial photographs	6/7/1950	Air Photo Division, Energy Mines & Resources	[Ottawa, Ont.]	6/7/1950	eng	remote-sensing image	[1:10,000 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton north of Mohawk Road, including Dundas, Waterdown, and part of North Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library, Operation 233/50 (cities) Hamilton and Operation 23350, Cities of London and Hamilton, [Air Photos of Hamilton Area], June 4 and 8, 1950.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.28222 ; longitude -79.928091
AirPhotos_Hamilton_1950_A12511-14	[Hamilon Area, 6/7/1950] : [Flightline A12511-Photo 14]		National Air Photo Library (Canada)		cartographic	Aerial photographs	6/7/1950	Air Photo Division, Energy Mines & Resources	[Ottawa, Ont.]	6/7/1950	eng	remote-sensing image	[1:10,000 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton north of Mohawk Road, including Dundas, Waterdown, and part of North Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library, Operation 233/50 (cities) Hamilton and Operation 23350, Cities of London and Hamilton, [Air Photos of Hamilton Area], June 4 and 8, 1950.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.286469 ; longitude -79.920924
AirPhotos_Hamilton_1950_A12511-31	[Hamilon Area, 6/7/1950] : [Flightline A12511-Photo 31]		National Air Photo Library (Canada)		cartographic	Aerial photographs	6/7/1950	Air Photo Division, Energy Mines & Resources	[Ottawa, Ont.]	6/7/1950	eng	remote-sensing image	[1:10,000 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton north of Mohawk Road, including Dundas, Waterdown, and part of North Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library, Operation 233/50 (cities) Hamilton and Operation 23350, Cities of London and Hamilton, [Air Photos of Hamilton Area], June 4 and 8, 1950.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.373081 ; longitude -79.835544
AirPhotos_Hamilton_1950_A12511-32	[Hamilon Area, 6/7/1950] : [Flightline A12511-Photo 32]		National Air Photo Library (Canada)		cartographic	Aerial photographs	6/7/1950	Air Photo Division, Energy Mines & Resources	[Ottawa, Ont.]	6/7/1950	eng	remote-sensing image	[1:10,000 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton north of Mohawk Road, including Dundas, Waterdown, and part of North Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library, Operation 233/50 (cities) Hamilton and Operation 23350, Cities of London and Hamilton, [Air Photos of Hamilton Area], June 4 and 8, 1950.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.367466 ; longitude -79.843225
AirPhotos_Hamilton_1950_A12511-33	[Hamilon Area, 6/7/1950] : [Flightline A12511-Photo 33]		National Air Photo Library (Canada)		cartographic	Aerial photographs	6/7/1950	Air Photo Division, Energy Mines & Resources	[Ottawa, Ont.]	6/7/1950	eng	remote-sensing image	[1:10,000 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton north of Mohawk Road, including Dundas, Waterdown, and part of North Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library, Operation 233/50 (cities) Hamilton and Operation 23350, Cities of London and Hamilton, [Air Photos of Hamilton Area], June 4 and 8, 1950.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.360695 ; longitude -79.850929
AirPhotos_Hamilton_1950_A12511-34	[Hamilon Area, 6/7/1950] : [Flightline A12511-Photo 34]		National Air Photo Library (Canada)		cartographic	Aerial photographs	6/7/1950	Air Photo Division, Energy Mines & Resources	[Ottawa, Ont.]	6/7/1950	eng	remote-sensing image	[1:10,000 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows City of Hamilton north of Mohawk Road, including Dundas, Waterdown, and part of North Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library, Operation 233/50 (cities) Hamilton and Operation 23350, Cities of London and Hamilton, [Air Photos of Hamilton Area], June 4 and 8, 1950.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.355828 ; longitude -79.859405
