Identifier	Title	Subtitle	Corporate Name/Author	Personal Name/Author	Type of resource	Genre	Date	Publisher	Place of publication	Date Other	Language	Form	Extent/Scale	Physical description note	Note	Subject(geographic)	Subject(geographic)	Subject(geographic)	Continent	Country	Province/state	Region	County	City	City section	Area	Coordinates
identifier	title	subtitle	corporateauthor	personalauthor	typeofresource	genreloc	dateCreated	publisher	publicationplace	dateOther	language	physicalform	physicalextent	physicalnote	note	subjectgeographic	subjectgeographic	subjectgeographic	continent	country	province	region	county	city	citySection	area	coordinates
AirPhotos_Hamilton_1969-A1	[City of Hamilton, 4/1/1969] : [Photo A1]		International Mapping Services Ltd.		cartographic	Aerial photographs	4/1/1969	[City of Hamilton]	[Hamilton, Ont.]	4/1/1969	eng	remote-sensing image	[1:480]	1 remote-sensing image ; 48 x 48 cm on sheets 59 x 56 cm.	Shows city of Hamilton south of Simcoe Street, east of Ray Street, north of Aberdeen Avenue, west of Victoria Avenue. Source: International Mapping Services Ltd., for the City of Hamilton, Planning Department, [Air Photos, City of Hamilton], April 1969.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.268933 ; longitude -79.874908
AirPhotos_Hamilton_1969-A2	[City of Hamilton, 4/1/1969] : [Photo A2]		International Mapping Services Ltd.		cartographic	Aerial photographs	4/1/1969	[City of Hamilton]	[Hamilton, Ont.]	4/1/1969	eng	remote-sensing image	[1:480]	1 remote-sensing image ; 48 x 48 cm on sheets 59 x 56 cm.	Shows city of Hamilton south of Simcoe Street, east of Ray Street, north of Aberdeen Avenue, west of Victoria Avenue. Source: International Mapping Services Ltd., for the City of Hamilton, Planning Department, [Air Photos, City of Hamilton], April 1969.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.268152 ; longitude -79.871904
AirPhotos_Hamilton_1969-A3	[City of Hamilton, 4/1/1969] : [Photo A3]		International Mapping Services Ltd.		cartographic	Aerial photographs	4/1/1969	[City of Hamilton]	[Hamilton, Ont.]	4/1/1969	eng	remote-sensing image	[1:480]	1 remote-sensing image ; 48 x 48 cm on sheets 59 x 56 cm.	Shows city of Hamilton south of Simcoe Street, east of Ray Street, north of Aberdeen Avenue, west of Victoria Avenue. Source: International Mapping Services Ltd., for the City of Hamilton, Planning Department, [Air Photos, City of Hamilton], April 1969.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.267378 ; longitude -79.868803
AirPhotos_Hamilton_1969-A4	[City of Hamilton, 4/1/1969] : [Photo A4]		International Mapping Services Ltd.		cartographic	Aerial photographs	4/1/1969	[City of Hamilton]	[Hamilton, Ont.]	4/1/1969	eng	remote-sensing image	[1:480]	1 remote-sensing image ; 48 x 48 cm on sheets 59 x 56 cm.	Shows city of Hamilton south of Simcoe Street, east of Ray Street, north of Aberdeen Avenue, west of Victoria Avenue. Source: International Mapping Services Ltd., for the City of Hamilton, Planning Department, [Air Photos, City of Hamilton], April 1969.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.267464 ; longitude -79.866067
AirPhotos_Hamilton_1969-A5	[City of Hamilton, 4/1/1969] : [Photo A5]		International Mapping Services Ltd.		cartographic	Aerial photographs	4/1/1969	[City of Hamilton]	[Hamilton, Ont.]	4/1/1969	eng	remote-sensing image	[1:480]	1 remote-sensing image ; 48 x 48 cm on sheets 59 x 56 cm.	Shows city of Hamilton south of Simcoe Street, east of Ray Street, north of Aberdeen Avenue, west of Victoria Avenue. Source: International Mapping Services Ltd., for the City of Hamilton, Planning Department, [Air Photos, City of Hamilton], April 1969.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.266972 ; longitude -79.86331
AirPhotos_Hamilton_1969-A6	[City of Hamilton, 4/1/1969] : [Photo A6]		International Mapping Services Ltd.		cartographic	Aerial photographs	4/1/1969	[City of Hamilton]	[Hamilton, Ont.]	4/1/1969	eng	remote-sensing image	[1:480]	1 remote-sensing image ; 48 x 48 cm on sheets 59 x 56 cm.	Shows city of Hamilton south of Simcoe Street, east of Ray Street, north of Aberdeen Avenue, west of Victoria Avenue. Source: International Mapping Services Ltd., for the City of Hamilton, Planning Department, [Air Photos, City of Hamilton], April 1969.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.266394 ; longitude -79.860703
AirPhotos_Hamilton_1969-A7	[City of Hamilton, 4/1/1969] : [Photo A7]		International Mapping Services Ltd.		cartographic	Aerial photographs	4/1/1969	[City of Hamilton]	[Hamilton, Ont.]	4/1/1969	eng	remote-sensing image	[1:480]	1 remote-sensing image ; 48 x 48 cm on sheets 59 x 56 cm.	Shows city of Hamilton south of Simcoe Street, east of Ray Street, north of Aberdeen Avenue, west of Victoria Avenue. Source: International Mapping Services Ltd., for the City of Hamilton, Planning Department, [Air Photos, City of Hamilton], April 1969.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.2658 ; longitude -79.858181
AirPhotos_Hamilton_1969-A8	[City of Hamilton, 4/1/1969] : [Photo A8]		International Mapping Services Ltd.		cartographic	Aerial photographs	4/1/1969	[City of Hamilton]	[Hamilton, Ont.]	4/1/1969	eng	remote-sensing image	[1:480]	1 remote-sensing image ; 48 x 48 cm on sheets 59 x 56 cm.	Shows city of Hamilton south of Simcoe Street, east of Ray Street, north of Aberdeen Avenue, west of Victoria Avenue. Source: International Mapping Services Ltd., for the City of Hamilton, Planning Department, [Air Photos, City of Hamilton], April 1969.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.265097 ; longitude -79.855521
AirPhotos_Hamilton_1969-A9	[City of Hamilton, 4/1/1969] : [Photo A9]		International Mapping Services Ltd.		cartographic	Aerial photographs	4/1/1969	[City of Hamilton]	[Hamilton, Ont.]	4/1/1969	eng	remote-sensing image	[1:480]	1 remote-sensing image ; 48 x 48 cm on sheets 59 x 56 cm.	Shows city of Hamilton south of Simcoe Street, east of Ray Street, north of Aberdeen Avenue, west of Victoria Avenue. Source: International Mapping Services Ltd., for the City of Hamilton, Planning Department, [Air Photos, City of Hamilton], April 1969.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.26455 ; longitude -79.852946
