Identifier	Title	Subtitle	Corporate Name/Author	Personal Name/Author	Type of resource	Genre	Date	Publisher	Place of publication	Date Other	Language	Form	Extent/Scale	Physical description note	Note	Subject(geographic)	Subject(geographic)	Subject(geographic)	Continent	Country	Province/state	Region	County	City	City section	Area	Coordinates
identifier	title	subtitle	corporateauthor	personalauthor	typeofresource	genreloc	dateCreated	publisher	publicationplace	dateOther	language	physicalform	physicalextent	physicalnote	note	subjectgeographic	subjectgeographic	subjectgeographic	continent	country	province	region	county	city	citySection	area	coordinates
AirPhotos_Hamilton_1958-1959_4964-72	[West Hamilton, 1958] : [Flightline 4964-Photo 72]		Photographic Survey Corporation		cartographic	Aerial photographs	1958	[Publisher unknown]	[Toronto, Ont.]	1958	eng	remote-sensing image	[1:12,000 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows part of Western Hamilton, including a portion of the McMaster campus. Includes Dundas and High Level Bridge area. Source: Photographic Survey Corporation Ltd., Toronto. 1958 and 1959.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton	McMaster University Campus		latitude 43.266019 ; longitude -79.99506
AirPhotos_Hamilton_1958-1959_4964-73	[West Hamilton, 1958] : [Flightline 4964-Photo 73]		Photographic Survey Corporation		cartographic	Aerial photographs	1958	[Publisher unknown]	[Toronto, Ont.]	1958	eng	remote-sensing image	[1:12,000 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows part of Western Hamilton, including a portion of the McMaster campus. Includes Dundas and High Level Bridge area. Source: Photographic Survey Corporation Ltd., Toronto. 1958 and 1959.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton	McMaster University Campus		latitude 43.269362 ; longitude -79.984674
AirPhotos_Hamilton_1958-1959_4964-119	[West Hamilton, 1958] : [Flightline 4964-Photo 119]		Photographic Survey Corporation		cartographic	Aerial photographs	1958	[Publisher unknown]	[Toronto, Ont.]	1958	eng	remote-sensing image	[1:12,000 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows part of Western Hamilton, including a portion of the McMaster campus. Includes Dundas and High Level Bridge area. Source: Photographic Survey Corporation Ltd., Toronto. 1958 and 1959.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton	McMaster University Campus		latitude 43.244578 ; longitude -80.002356
AirPhotos_Hamilton_1958-1959_4964-120	[West Hamilton, 1958] : [Flightline 4964-Photo 120]		Photographic Survey Corporation		cartographic	Aerial photographs	1958	[Publisher unknown]	[Toronto, Ont.]	1958	eng	remote-sensing image	[1:12,000 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows part of Western Hamilton, including a portion of the McMaster campus. Includes Dundas and High Level Bridge area. Source: Photographic Survey Corporation Ltd., Toronto. 1958 and 1959.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton	McMaster University Campus		latitude 43.246703 ; longitude -79.991455
AirPhotos_Hamilton_1958-1959_4964-121	[West Hamilton, 1958] : [Flightline 4964-Photo 121]		Photographic Survey Corporation		cartographic	Aerial photographs	1958	[Publisher unknown]	[Toronto, Ont.]	1958	eng	remote-sensing image	[1:12,000 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows part of Western Hamilton, including a portion of the McMaster campus. Includes Dundas and High Level Bridge area. Source: Photographic Survey Corporation Ltd., Toronto. 1958 and 1959.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton	McMaster University Campus		latitude 43.248579 ; longitude -79.980469
AirPhotos_Hamilton_1958-1959_4964-122	[West Hamilton, 1958] : [Flightline 4964-Photo 122]		Photographic Survey Corporation		cartographic	Aerial photographs	1958	[Publisher unknown]	[Toronto, Ont.]	1958	eng	remote-sensing image	[1:12,000 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows part of Western Hamilton, including a portion of the McMaster campus. Includes Dundas and High Level Bridge area. Source: Photographic Survey Corporation Ltd., Toronto. 1958 and 1959.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton	McMaster University Campus		latitude 43.250861 ; longitude -79.970169
AirPhotos_Hamilton_1958-1959_4964-123	[West Hamilton, 1958] : [Flightline 4964-Photo 123]		Photographic Survey Corporation		cartographic	Aerial photographs	1958	[Publisher unknown]	[Toronto, Ont.]	1958	eng	remote-sensing image	[1:12,000 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows part of Western Hamilton, including a portion of the McMaster campus. Includes Dundas and High Level Bridge area. Source: Photographic Survey Corporation Ltd., Toronto. 1958 and 1959.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton	McMaster University Campus		latitude 43.253267 ; longitude -79.960899
AirPhotos_Hamilton_1958-1959_4964-124	[West Hamilton, 1958] : [Flightline 4964-Photo 124]		Photographic Survey Corporation		cartographic	Aerial photographs	1958	[Publisher unknown]	[Toronto, Ont.]	1958	eng	remote-sensing image	[1:12,000 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows part of Western Hamilton, including a portion of the McMaster campus. Includes Dundas and High Level Bridge area. Source: Photographic Survey Corporation Ltd., Toronto. 1958 and 1959.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton	McMaster University Campus		latitude 43.256643 ; longitude -79.94987
AirPhotos_Hamilton_1958-1959_5384-58	[West Hamilton, 4/30/1959] : [Flightline 5384-Photo 58]		Photographic Survey Corporation		cartographic	Aerial photographs	4/30/1959	[Publisher unknown]	[Toronto, Ont.]	4/30/1959	eng	remote-sensing image	[1:4,800 approximately]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows part of Western Hamilton, including a portion of the McMaster campus. Includes Dundas and High Level Bridge area. Source: Photographic Survey Corporation Ltd., Toronto. 1958 and 1959.	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton	McMaster University Campus		latitude 43.254346 ; longitude -79.898543
