Identifier	Title	Subtitle	Corporate Name/Author	Personal Name/Author	Type of resource	Genre	Date	Publisher	Place of publication	Date Other	Language	Form	Extent/Scale	Physical description note	Note	Subject(geographic)	Subject(geographic)	Subject(geographic)	Continent	Country	Province/state	Region	County	City	City section	Area	Coordinates
identifier	title	subtitle	corporateauthor	personalauthor	typeofresource	genreloc	dateCreated	publisher	publicationplace	dateOther	language	physicalform	physicalextent	physicalnote	note	subjectgeographic	subjectgeographic	subjectgeographic	continent	country	province	region	county	city	citySection	area	coordinates
AirPhotos_Hamilton_1963_1484-41	[Highway 403 corridor, 1963] : [Flightline 1484-Photo 41]				cartographic	Aerial photographs	1963	[Publisher unknown]	[Place of publication unknown]	[1963?]	eng	remote-sensing image	[1:4,800]	1 remote-sensing image ; 20 x 20 cm.	Stereoscopic coverage. Shows area between Hamilton and Burlington, between Royal Botanical Gardens and Q.E.W. junction, site of present day Highway 403. Date is after 1963 and before 1968. Photocopied from set at Queen's University, Maps and Air Photos Collection. 	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.328924 ; longitude -79.831767
AirPhotos_Hamilton_1963_1484-42	[Highway 403 corridor, 1963] : [Flightline 1484-Photo 42]				cartographic	Aerial photographs	1963	[Publisher unknown]	[Place of publication unknown]	[1963?]	eng	remote-sensing image	[1:4,800]	1 remote-sensing image ; 20 x 20 cm.	Stereoscopic coverage. Shows area between Hamilton and Burlington, between Royal Botanical Gardens and Q.E.W. junction, site of present day Highway 403. Date is after 1963 and before 1968. Photocopied from set at Queen's University, Maps and Air Photos Collection. 	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.331733 ; longitude -79.8349
AirPhotos_Hamilton_1963_1489-161	[Highway 403 corridor, 1963] : [Flightline 1489-Photo 161]				cartographic	Aerial photographs	1963	[Publisher unknown]	[Place of publication unknown]	[1963?]	eng	remote-sensing image	[1:4,800]	1 remote-sensing image ; 20 x 20 cm.	Stereoscopic coverage. Shows area between Hamilton and Burlington, between Royal Botanical Gardens and Q.E.W. junction, site of present day Highway 403. Date is after 1963 and before 1968. Photocopied from set at Queen's University, Maps and Air Photos Collection. 	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.281954 ; longitude -79.909186
AirPhotos_Hamilton_1963_1489-162	[Highway 403 corridor, 1963] : [Flightline 1489-Photo 162]				cartographic	Aerial photographs	1963	[Publisher unknown]	[Place of publication unknown]	[1963?]	eng	remote-sensing image	[1:4,800]	1 remote-sensing image ; 20 x 20 cm.	Stereoscopic coverage. Shows area between Hamilton and Burlington, between Royal Botanical Gardens and Q.E.W. junction, site of present day Highway 403. Date is after 1963 and before 1968. Photocopied from set at Queen's University, Maps and Air Photos Collection. 	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.284047 ; longitude -79.906225
AirPhotos_Hamilton_1963_1489-163	[Highway 403 corridor, 1963] : [Flightline 1489-Photo 163]				cartographic	Aerial photographs	1963	[Publisher unknown]	[Place of publication unknown]	[1963?]	eng	remote-sensing image	[1:4,800]	1 remote-sensing image ; 20 x 20 cm.	Stereoscopic coverage. Shows area between Hamilton and Burlington, between Royal Botanical Gardens and Q.E.W. junction, site of present day Highway 403. Date is after 1963 and before 1968. Photocopied from set at Queen's University, Maps and Air Photos Collection. 	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.286047 ; longitude -79.903264
AirPhotos_Hamilton_1963_1489-164	[Highway 403 corridor, 1963] : [Flightline 1489-Photo 164]				cartographic	Aerial photographs	1963	[Publisher unknown]	[Place of publication unknown]	[1963?]	eng	remote-sensing image	[1:4,800]	1 remote-sensing image ; 20 x 20 cm.	Stereoscopic coverage. Shows area between Hamilton and Burlington, between Royal Botanical Gardens and Q.E.W. junction, site of present day Highway 403. Date is after 1963 and before 1968. Photocopied from set at Queen's University, Maps and Air Photos Collection. 	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.288015 ; longitude -79.900389
AirPhotos_Hamilton_1963_1489-165	[Highway 403 corridor, 1963] : [Flightline 1489-Photo 165]				cartographic	Aerial photographs	1963	[Publisher unknown]	[Place of publication unknown]	[1963?]	eng	remote-sensing image	[1:4,800]	1 remote-sensing image ; 20 x 20 cm.	Stereoscopic coverage. Shows area between Hamilton and Burlington, between Royal Botanical Gardens and Q.E.W. junction, site of present day Highway 403. Date is after 1963 and before 1968. Photocopied from set at Queen's University, Maps and Air Photos Collection. 	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.290045 ; longitude -79.897428
AirPhotos_Hamilton_1963_1489-166	[Highway 403 corridor, 1963] : [Flightline 1489-Photo 166]				cartographic	Aerial photographs	1963	[Publisher unknown]	[Place of publication unknown]	[1963?]	eng	remote-sensing image	[1:4,800]	1 remote-sensing image ; 20 x 20 cm.	Stereoscopic coverage. Shows area between Hamilton and Burlington, between Royal Botanical Gardens and Q.E.W. junction, site of present day Highway 403. Date is after 1963 and before 1968. Photocopied from set at Queen's University, Maps and Air Photos Collection. 	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.29217 ; longitude -79.894252
AirPhotos_Hamilton_1963_1489-167	[Highway 403 corridor, 1963] : [Flightline 1489-Photo 167]				cartographic	Aerial photographs	1963	[Publisher unknown]	[Place of publication unknown]	[1963?]	eng	remote-sensing image	[1:4,800]	1 remote-sensing image ; 20 x 20 cm.	Stereoscopic coverage. Shows area between Hamilton and Burlington, between Royal Botanical Gardens and Q.E.W. junction, site of present day Highway 403. Date is after 1963 and before 1968. Photocopied from set at Queen's University, Maps and Air Photos Collection. 	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.294262 ; longitude -79.891162
