Identifier	Title	Subtitle	Corporate Name/Author	Personal Name/Author	Type of resource	Genre	Date	Publisher	Place of publication	Date Other	Language	Form	Extent/Scale	Physical description note	Note	Subject(geographic)	Subject(geographic)	Subject(geographic)	Continent	Country	Province/state	Region	County	City	City section	Area	Coordinates
identifier	title	subtitle	corporateauthor	personalauthor	typeofresource	genreloc	dateCreated	publisher	publicationplace	dateOther	language	physicalform	physicalextent	physicalnote	note	subjectgeographic	subjectgeographic	subjectgeographic	continent	country	province	region	county	city	citySection	area	coordinates
AirPhotos_Hamilton_1954-1955_4309-5	[Regional Municipality of Hamilton-Wentworth and surrounding area, 1954] : [Flightline 4309-Photo 5]				cartographic	Aerial photographs	1954	[Publisher unknown]	[Place of publication unknown]	1954	eng	remote-sensing image	[1:17,000 approximately]	1 remote-sensing image ; 25 x 25 cm.	Stereoscopic coverage. Shows City of Hamilton, including the north shore of Hamilton Harbour, Dundas Valley and Stoney Creek. Also a few photos for Nassagaweya Township, the City of Guelph, North Dumfries Township, and Blandford/Blenheim Township. Source: Archive of Ontario, Toronto.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.191786 ; longitude -79.956779
AirPhotos_Hamilton_1954-1955_4309-6	[Regional Municipality of Hamilton-Wentworth and surrounding area, 1954] : [Flightline 4309-Photo 6]				cartographic	Aerial photographs	1954	[Publisher unknown]	[Place of publication unknown]	1954	eng	remote-sensing image	[1:17,000 approximately]	1 remote-sensing image ; 25 x 25 cm.	Stereoscopic coverage. Shows City of Hamilton, including the north shore of Hamilton Harbour, Dundas Valley and Stoney Creek. Also a few photos for Nassagaweya Township, the City of Guelph, North Dumfries Township, and Blandford/Blenheim Township. Source: Archive of Ontario, Toronto.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.193288 ; longitude -79.940815
AirPhotos_Hamilton_1954-1955_4309-7	[Regional Municipality of Hamilton-Wentworth and surrounding area, 1954] : [Flightline 4309-Photo 7]				cartographic	Aerial photographs	1954	[Publisher unknown]	[Place of publication unknown]	1954	eng	remote-sensing image	[1:17,000 approximately]	1 remote-sensing image ; 25 x 25 cm.	Stereoscopic coverage. Shows City of Hamilton, including the north shore of Hamilton Harbour, Dundas Valley and Stoney Creek. Also a few photos for Nassagaweya Township, the City of Guelph, North Dumfries Township, and Blandford/Blenheim Township. Source: Archive of Ontario, Toronto.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.194289 ; longitude -79.925022
AirPhotos_Hamilton_1954-1955_4309-8	[Regional Municipality of Hamilton-Wentworth and surrounding area, 1954] : [Flightline 4309-Photo 8]				cartographic	Aerial photographs	1954	[Publisher unknown]	[Place of publication unknown]	1954	eng	remote-sensing image	[1:17,000 approximately]	1 remote-sensing image ; 25 x 25 cm.	Stereoscopic coverage. Shows City of Hamilton, including the north shore of Hamilton Harbour, Dundas Valley and Stoney Creek. Also a few photos for Nassagaweya Township, the City of Guelph, North Dumfries Township, and Blandford/Blenheim Township. Source: Archive of Ontario, Toronto.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.165 ; longitude -79.909058
AirPhotos_Hamilton_1954-1955_4309-9	[Regional Municipality of Hamilton-Wentworth and surrounding area, 1954] : [Flightline 4309-Photo 9]				cartographic	Aerial photographs	1954	[Publisher unknown]	[Place of publication unknown]	1954	eng	remote-sensing image	[1:17,000 approximately]	1 remote-sensing image ; 25 x 25 cm.	Stereoscopic coverage. Shows City of Hamilton, including the north shore of Hamilton Harbour, Dundas Valley and Stoney Creek. Also a few photos for Nassagaweya Township, the City of Guelph, North Dumfries Township, and Blandford/Blenheim Township. Source: Archive of Ontario, Toronto.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.196166 ; longitude -79.893265
AirPhotos_Hamilton_1954-1955_4309-10	[Regional Municipality of Hamilton-Wentworth and surrounding area, 1954] : [Flightline 4309-Photo 10]				cartographic	Aerial photographs	1954	[Publisher unknown]	[Place of publication unknown]	1954	eng	remote-sensing image	[1:17,000 approximately]	1 remote-sensing image ; 25 x 25 cm.	Stereoscopic coverage. Shows City of Hamilton, including the north shore of Hamilton Harbour, Dundas Valley and Stoney Creek. Also a few photos for Nassagaweya Township, the City of Guelph, North Dumfries Township, and Blandford/Blenheim Township. Source: Archive of Ontario, Toronto.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.197167 ; longitude -79.876785
AirPhotos_Hamilton_1954-1955_4309-11	[Regional Municipality of Hamilton-Wentworth and surrounding area, 1954] : [Flightline 4309-Photo 11]				cartographic	Aerial photographs	1954	[Publisher unknown]	[Place of publication unknown]	1954	eng	remote-sensing image	[1:17,000 approximately]	1 remote-sensing image ; 25 x 25 cm.	Stereoscopic coverage. Shows City of Hamilton, including the north shore of Hamilton Harbour, Dundas Valley and Stoney Creek. Also a few photos for Nassagaweya Township, the City of Guelph, North Dumfries Township, and Blandford/Blenheim Township. Source: Archive of Ontario, Toronto.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.198168 ; longitude -79.860134
AirPhotos_Hamilton_1954-1955_4309-12	[Regional Municipality of Hamilton-Wentworth and surrounding area, 1954] : [Flightline 4309-Photo 12]				cartographic	Aerial photographs	1954	[Publisher unknown]	[Place of publication unknown]	1954	eng	remote-sensing image	[1:17,000 approximately]	1 remote-sensing image ; 25 x 25 cm.	Stereoscopic coverage. Shows City of Hamilton, including the north shore of Hamilton Harbour, Dundas Valley and Stoney Creek. Also a few photos for Nassagaweya Township, the City of Guelph, North Dumfries Township, and Blandford/Blenheim Township. Source: Archive of Ontario, Toronto.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.198919 ; longitude -79.843826
AirPhotos_Hamilton_1954-1955_4309-13	[Regional Municipality of Hamilton-Wentworth and surrounding area, 1954] : [Flightline 4309-Photo 13]				cartographic	Aerial photographs	1954	[Publisher unknown]	[Place of publication unknown]	1954	eng	remote-sensing image	[1:17,000 approximately]	1 remote-sensing image ; 25 x 25 cm.	Stereoscopic coverage. Shows City of Hamilton, including the north shore of Hamilton Harbour, Dundas Valley and Stoney Creek. Also a few photos for Nassagaweya Township, the City of Guelph, North Dumfries Township, and Blandford/Blenheim Township. Source: Archive of Ontario, Toronto.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.19992 ; longitude -79.82769
AirPhotos_Hamilton_1954-1955_4309-14	[Regional Municipality of Hamilton-Wentworth and surrounding area, 1954] : [Flightline 4309-Photo 14]				cartographic	Aerial photographs	1954	[Publisher unknown]	[Place of publication unknown]	1954	eng	remote-sensing image	[1:17,000 approximately]	1 remote-sensing image ; 25 x 25 cm.	Stereoscopic coverage. Shows City of Hamilton, including the north shore of Hamilton Harbour, Dundas Valley and Stoney Creek. Also a few photos for Nassagaweya Township, the City of Guelph, North Dumfries Township, and Blandford/Blenheim Township. Source: Archive of Ontario, Toronto.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.201047 ; longitude -79.811897
AirPhotos_Hamilton_1954-1955_4309-15	[Regional Municipality of Hamilton-Wentworth and surrounding area, 1954] : [Flightline 4309-Photo 15]				cartographic	Aerial photographs	1954	[Publisher unknown]	[Place of publication unknown]	1954	eng	remote-sensing image	[1:17,000 approximately]	1 remote-sensing image ; 25 x 25 cm.	Stereoscopic coverage. Shows City of Hamilton, including the north shore of Hamilton Harbour, Dundas Valley and Stoney Creek. Also a few photos for Nassagaweya Township, the City of Guelph, North Dumfries Township, and Blandford/Blenheim Township. Source: Archive of Ontario, Toronto.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.202048 ; longitude -79.795933
AirPhotos_Hamilton_1954-1955_4309-16	[Regional Municipality of Hamilton-Wentworth and surrounding area, 1954] : [Flightline 4309-Photo 16]				cartographic	Aerial photographs	1954	[Publisher unknown]	[Place of publication unknown]	1954	eng	remote-sensing image	[1:17,000 approximately]	1 remote-sensing image ; 25 x 25 cm.	Stereoscopic coverage. Shows City of Hamilton, including the north shore of Hamilton Harbour, Dundas Valley and Stoney Creek. Also a few photos for Nassagaweya Township, the City of Guelph, North Dumfries Township, and Blandford/Blenheim Township. Source: Archive of Ontario, Toronto.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.203049 ; longitude -79.779968
AirPhotos_Hamilton_1954-1955_4309-17	[Regional Municipality of Hamilton-Wentworth and surrounding area, 1954] : [Flightline 4309-Photo 17]				cartographic	Aerial photographs	1954	[Publisher unknown]	[Place of publication unknown]	1954	eng	remote-sensing image	[1:17,000 approximately]	1 remote-sensing image ; 25 x 25 cm.	Stereoscopic coverage. Shows City of Hamilton, including the north shore of Hamilton Harbour, Dundas Valley and Stoney Creek. Also a few photos for Nassagaweya Township, the City of Guelph, North Dumfries Township, and Blandford/Blenheim Township. Source: Archive of Ontario, Toronto.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.20405 ; longitude -79.763832
AirPhotos_Hamilton_1954-1955_4309-18	[Regional Municipality of Hamilton-Wentworth and surrounding area, 1954] : [Flightline 4309-Photo 18]				cartographic	Aerial photographs	1954	[Publisher unknown]	[Place of publication unknown]	1954	eng	remote-sensing image	[1:17,000 approximately]	1 remote-sensing image ; 25 x 25 cm.	Stereoscopic coverage. Shows City of Hamilton, including the north shore of Hamilton Harbour, Dundas Valley and Stoney Creek. Also a few photos for Nassagaweya Township, the City of Guelph, North Dumfries Township, and Blandford/Blenheim Township. Source: Archive of Ontario, Toronto.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.205051 ; longitude -79.749584
