Identifier	Title	Subtitle	Corporate Name/Author	Personal Name/Author	Type of resource	Genre	Date	Publisher	Place of publication	Date Other	Language	Form	Extent/Scale	Physical description note	Note	Subject(geographic)	Subject(geographic)	Subject(geographic)	Continent	Country	Province/state	Region	County	City	City section	Area	Coordinates
identifier	title	subtitle	corporateauthor	personalauthor	typeofresource	genreloc	dateCreated	publisher	publicationplace	dateOther	language	physicalform	physicalextent	physicalnote	note	subjectgeographic	subjectgeographic	subjectgeographic	continent	country	province	region	county	city	citySection	area	coordinates
AirPhotos_Hamilton_1966_664-EXP-1	[Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor, 5/1/1966] : [Flightline 664-EXP-Photo 1]				cartographic	Aerial photographs	5/1/1966	[Publisher unknown]	[Place of publication unknown]	5/1/1966	eng	remote-sensing image	1:12,000	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		latitude 43.239826 ; longitude -79.667358
AirPhotos_Hamilton_1966_664-EXP-2	[Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor, 5/1/1966] : [Flightline 664-EXP-Photo 2]				cartographic	Aerial photographs	5/1/1966	[Publisher unknown]	[Place of publication unknown]	5/1/1966	eng	remote-sensing image	1:12,000	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		latitude 43.239826 ; longitude -79.674397
AirPhotos_Hamilton_1966_664-EXP-3	[Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor, 5/1/1966] : [Flightline 664-EXP-Photo 3]				cartographic	Aerial photographs	5/1/1966	[Publisher unknown]	[Place of publication unknown]	5/1/1966	eng	remote-sensing image	1:12,000	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		latitude 43.239576 ; longitude -79.68195
AirPhotos_Hamilton_1966_664-EXP-4	[Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor, 5/1/1966] : [Flightline 664-EXP-Photo 4]				cartographic	Aerial photographs	5/1/1966	[Publisher unknown]	[Place of publication unknown]	5/1/1966	eng	remote-sensing image	1:12,000	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		latitude 43.239763 ; longitude -79.687872
AirPhotos_Hamilton_1966_664-EXP-5	[Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor, 5/1/1966] : [Flightline 664-EXP-Photo 5]				cartographic	Aerial photographs	5/1/1966	[Publisher unknown]	[Place of publication unknown]	5/1/1966	eng	remote-sensing image	1:12,000	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		latitude 43.239826 ; longitude -79.693623
AirPhotos_Hamilton_1966_664-EXP-6	[Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor, 5/1/1966] : [Flightline 664-EXP-Photo 6]				cartographic	Aerial photographs	5/1/1966	[Publisher unknown]	[Place of publication unknown]	5/1/1966	eng	remote-sensing image	1:12,000	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		latitude 43.240076 ; longitude -79.699717
AirPhotos_Hamilton_1966_664-EXP-7	[Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor, 5/1/1966] : [Flightline 664-EXP-Photo 7]				cartographic	Aerial photographs	5/1/1966	[Publisher unknown]	[Place of publication unknown]	5/1/1966	eng	remote-sensing image	1:12,000	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		latitude 43.240138 ; longitude -79.706841
AirPhotos_Hamilton_1966_664-EXP-8	[Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor, 5/1/1966] : [Flightline 664-EXP-Photo 8]				cartographic	Aerial photographs	5/1/1966	[Publisher unknown]	[Place of publication unknown]	5/1/1966	eng	remote-sensing image	1:12,000	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		latitude 43.240201 ; longitude -79.714651
AirPhotos_Hamilton_1966_664-EXP-9	[Hamilton, Saltfleet Township, and Queen Elizabeth Way corridor, 5/1/1966] : [Flightline 664-EXP-Photo 9]				cartographic	Aerial photographs	5/1/1966	[Publisher unknown]	[Place of publication unknown]	5/1/1966	eng	remote-sensing image	1:12,000	1 remote-sensing image ; 23 x 23 cm. Some surface damage (coloured pens).	Stereoscopic coverage. Shows Saltfleet Township, from Highway 20 in Stoney Creek east, with Lake Ontario on north and Twenty Mile Creek on the south. Includes the western part of North Grimsby Township. Received from the University of Waterloo.	Hamilton (Ont.)	Stoney Creek (Ont.)	Saltfleet (Ont.)	North America	Canada	Ontario			Hamilton	Stoney Creek		latitude 43.240451 ; longitude -79.72023
