Identifier	Title	Subtitle	Corporate Name/Author	Personal Name/Author	Type of resource	Genre	Date	Publisher	Place of publication	Date Other	Language	Form	Extent/Scale	Physical description note	Note	Subject(geographic)	Subject(geographic)	Subject(geographic)	Continent	Country	Province/state	Region	County	City	City section	Area	Coordinates
identifier	title	subtitle	corporateauthor	personalauthor	typeofresource	genreloc	dateCreated	publisher	publicationplace	dateOther	language	physicalform	physicalextent	physicalnote	note	subjectgeographic	subjectgeographic	subjectgeographic	continent	country	province	region	county	city	citySection	area	coordinates
AirPhotos_Hamilton_1943_744-43	[City of Hamilton, 1943] : [Flightline 744-Photo 43]				cartographic	Aerial photographs	1943	[Publisher unknown]	[Place of publication unknown]	[1943?]	eng	remote-sensing image	[1:20,000 approximately]	1 remote-sensing image ; 24 x 19 cm. Some surface damage (ink circles) on originals, some are photo-reproductions rather than originals.	Shows parts of the City of Hamilton including Ancaster, mostly north of the Escarpment (coverage is not stereoscopic). Includes all of Stoney Creek & Fruitland, north of Highway 53 / Rymal Road (coverage is stereoscopic). Source: Ontario, Dept. of Lands and Forests, Division of Surveys and Engineering, Aerial Surveys Section, [Air Photos of Stoney Creek Area, 1943?].	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.276143 ; longitude -79.983301
AirPhotos_Hamilton_1943_744-44	[City of Hamilton, 1943] : [Flightline 744-Photo 44]				cartographic	Aerial photographs	1943	[Publisher unknown]	[Place of publication unknown]	[1943?]	eng	remote-sensing image	[1:20,000 approximately]	1 remote-sensing image ; 24 x 19 cm. Some surface damage (ink circles) on originals, some are photo-reproductions rather than originals.	Shows parts of the City of Hamilton including Ancaster, mostly north of the Escarpment (coverage is not stereoscopic). Includes all of Stoney Creek and Fruitland, north of Highway 53 / Rymal Road (coverage is stereoscopic). Source: Ontario, Dept. of Lands and Forests, Division of Surveys and Engineering, Aerial Surveys Section, [Air Photos of Stoney Creek Area, 1943?].	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.278268 ; longitude -79.971542
AirPhotos_Hamilton_1943_744-49	[City of Hamilton, 1943] : [Flightline 744-Photo 49]				cartographic	Aerial photographs	1943	[Publisher unknown]	[Place of publication unknown]	[1943?]	eng	remote-sensing image	[1:20,000 approximately]	1 remote-sensing image ; 24 x 19 cm. Some surface damage (ink circles) on originals, some are photo-reproductions rather than originals.	Shows parts of the City of Hamilton including Ancaster, mostly north of the Escarpment (coverage is not stereoscopic). Includes all of Stoney Creek and Fruitland, north of Highway 53 / Rymal Road (coverage is stereoscopic). Source: Ontario, Dept. of Lands and Forests, Division of Surveys and Engineering, Aerial Surveys Section, [Air Photos of Stoney Creek Area, 1943?].	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.286953 ; longitude -79.908886
AirPhotos_Hamilton_1943_744-50	[City of Hamilton, 1943] : [Flightline 744-Photo 50]				cartographic	Aerial photographs	1943	[Publisher unknown]	[Place of publication unknown]	[1943?]	eng	remote-sensing image	[1:20,000 approximately]	1 remote-sensing image ; 24 x 19 cm. Some surface damage (ink circles) on originals, some are photo-reproductions rather than originals.	Shows parts of the City of Hamilton including Ancaster, mostly north of the Escarpment (coverage is not stereoscopic). Includes all of Stoney Creek and Fruitland, north of Highway 53 / Rymal Road (coverage is stereoscopic). Source: Ontario, Dept. of Lands and Forests, Division of Surveys and Engineering, Aerial Surveys Section, [Air Photos of Stoney Creek Area, 1943?].	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.288327 ; longitude -79.897385
AirPhotos_Hamilton_1943_747-3	[City of Hamilton, 1943] : [Flightline 747-Photo 3]				cartographic	Aerial photographs	1943	[Publisher unknown]	[Place of publication unknown]	[1943?]	eng	remote-sensing image	[1:20,000 approximately]	1 remote-sensing image ; 24 x 19 cm. Some surface damage (ink circles) on originals, some are photo-reproductions rather than originals.	Shows parts of the City of Hamilton including Ancaster, mostly north of the Escarpment (coverage is not stereoscopic). Includes all of Stoney Creek and Fruitland, north of Highway 53 / Rymal Road (coverage is stereoscopic). Source: Ontario, Dept. of Lands and Forests, Division of Surveys and Engineering, Aerial Surveys Section, [Air Photos of Stoney Creek Area, 1943?].	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.245515 ; longitude -79.944077
AirPhotos_Hamilton_1943_747-5	[City of Hamilton, 1943] : [Flightline 747-Photo 5]				cartographic	Aerial photographs	1943	[Publisher unknown]	[Place of publication unknown]	[1943?]	eng	remote-sensing image	[1:20,000 approximately]	1 remote-sensing image ; 24 x 19 cm. Some surface damage (ink circles) on originals, some are photo-reproductions rather than originals.	Shows parts of the City of Hamilton including Ancaster, mostly north of the Escarpment (coverage is not stereoscopic). Includes all of Stoney Creek and Fruitland, north of Highway 53 / Rymal Road (coverage is stereoscopic). Source: Ontario, Dept. of Lands and Forests, Division of Surveys and Engineering, Aerial Surveys Section, [Air Photos of Stoney Creek Area, 1943?].	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.245515 ; longitude -79.944077
AirPhotos_Hamilton_1943_747-7	[City of Hamilton, 1943] : [Flightline 747-Photo 7]				cartographic	Aerial photographs	1943	[Publisher unknown]	[Place of publication unknown]	[1943?]	eng	remote-sensing image	[1:20,000 approximately]	1 remote-sensing image ; 24 x 19 cm. Some surface damage (ink circles) on originals, some are photo-reproductions rather than originals.	Shows parts of the City of Hamilton including Ancaster, mostly north of the Escarpment (coverage is not stereoscopic). Includes all of Stoney Creek and Fruitland, north of Highway 53 / Rymal Road (coverage is stereoscopic). Source: Ontario, Dept. of Lands and Forests, Division of Surveys and Engineering, Aerial Surveys Section, [Air Photos of Stoney Creek Area, 1943?].	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.251267 ; longitude -79.923048
AirPhotos_Hamilton_1943_747-9	[City of Hamilton, 1943] : [Flightline 747-Photo 9]				cartographic	Aerial photographs	1943	[Publisher unknown]	[Place of publication unknown]	[1943?]	eng	remote-sensing image	[1:20,000 approximately]	1 remote-sensing image ; 24 x 19 cm. Some surface damage (ink circles) on originals, some are photo-reproductions rather than originals.	Shows parts of the City of Hamilton including Ancaster, mostly north of the Escarpment (coverage is not stereoscopic). Includes all of Stoney Creek and Fruitland, north of Highway 53 / Rymal Road (coverage is stereoscopic). Source: Ontario, Dept. of Lands and Forests, Division of Surveys and Engineering, Aerial Surveys Section, [Air Photos of Stoney Creek Area, 1943?].	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.251204 ; longitude -79.892578
AirPhotos_Hamilton_1943_747-11	[City of Hamilton, 1943] : [Flightline 747-Photo 11]				cartographic	Aerial photographs	1943	[Publisher unknown]	[Place of publication unknown]	[1943?]	eng	remote-sensing image	[1:20,000 approximately]	1 remote-sensing image ; 24 x 19 cm. Some surface damage (ink circles) on originals, some are photo-reproductions rather than originals.	Shows parts of the City of Hamilton including Ancaster, mostly north of the Escarpment (coverage is not stereoscopic). Includes all of Stoney Creek and Fruitland, north of Highway 53 / Rymal Road (coverage is stereoscopic). Source: Ontario, Dept. of Lands and Forests, Division of Surveys and Engineering, Aerial Surveys Section, [Air Photos of Stoney Creek Area, 1943?].	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.257956 ; longitude -79.873953
AirPhotos_Hamilton_1943_747-13	[City of Hamilton, 1943] : [Flightline 747-Photo 13]				cartographic	Aerial photographs	1943	[Publisher unknown]	[Place of publication unknown]	[1943?]	eng	remote-sensing image	[1:20,000 approximately]	1 remote-sensing image ; 24 x 19 cm. Some surface damage (ink circles) on originals, some are photo-reproductions rather than originals.	Shows parts of the City of Hamilton including Ancaster, mostly north of the Escarpment (coverage is not stereoscopic). Includes all of Stoney Creek and Fruitland, north of Highway 53 / Rymal Road (coverage is stereoscopic). Source: Ontario, Dept. of Lands and Forests, Division of Surveys and Engineering, Aerial Surveys Section, [Air Photos of Stoney Creek Area, 1943?].	Hamilton (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.260644 ; longitude -79.851551
