Identifier	Title	Subtitle	Corporate Name/Author	Personal Name/Author	Type of resource	Genre	Date	Publisher	Place of publication	Date Other	Language	Form	Extent/Scale	Physical description note	Note	Subject(geographic)	Subject(geographic)	Subject(geographic)	Continent	Country	Province/state	Region	County	City	City section	Area	Coordinates
identifier	title	subtitle	corporateauthor	personalauthor	typeofresource	genreloc	dateCreated	publisher	publicationplace	dateOther	language	physicalform	physicalextent	physicalnote	note	subjectgeographic	subjectgeographic	subjectgeographic	continent	country	province	region	county	city	citySection	area	coordinates
AirPhotos_Hamilton_1953_2649-19	[Hamilton - Burlington survey for the Queen Elizabeth Way, 1953] : [Flightline 2649-Photo 19]		Photographic Survey Corporation		cartographic	Aerial photographs	1953	[Publisher unknown]	[Toronto, Ont.]	1953	eng	remote-sensing image	[1:4,800]	1 remote-sensing image ; 22 x 22 cm.	Stereoscopic coverage. Shows area between Hamilton and Burlington between the Royal Botanical Gardens and the Q.E.W. junction. Site of present day Highway 403. Photocopied from original set at Queen's University, Maps and Air Photos Collection. Source: Photographic Survey Corp. Ltd. [Survey for the Queen Elizabeth Way], 1953.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.293122 ; longitude -79.903629
AirPhotos_Hamilton_1953_2649-20	[Hamilton - Burlington survey for the Queen Elizabeth Way, 1953] : [Flightline 2649-Photo 20]		Photographic Survey Corporation		cartographic	Aerial photographs	1953	[Publisher unknown]	[Toronto, Ont.]	1953	eng	remote-sensing image	[1:4,800]	1 remote-sensing image ; 22 x 22 cm.	Stereoscopic coverage. Shows area between Hamilton and Burlington between the Royal Botanical Gardens and the Q.E.W. junction. Site of present day Highway 403. Photocopied from original set at Queen's University, Maps and Air Photos Collection. Source: Photographic Survey Corp. Ltd. [Survey for the Queen Elizabeth Way], 1953.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.295855 ; longitude -79.899402
AirPhotos_Hamilton_1953_2649-21	[Hamilton - Burlington survey for the Queen Elizabeth Way, 1953] : [Flightline 2649-Photo 21]		Photographic Survey Corporation		cartographic	Aerial photographs	1953	[Publisher unknown]	[Toronto, Ont.]	1953	eng	remote-sensing image	[1:4,800]	1 remote-sensing image ; 22 x 22 cm.	Stereoscopic coverage. Shows area between Hamilton and Burlington between the Royal Botanical Gardens and the Q.E.W. junction. Site of present day Highway 403. Photocopied from original set at Queen's University, Maps and Air Photos Collection. Source: Photographic Survey Corp. Ltd. [Survey for the Queen Elizabeth Way], 1953.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.298479 ; longitude 79.894938
AirPhotos_Hamilton_1953_2649-22	[Hamilton - Burlington survey for the Queen Elizabeth Way, 1953] : [Flightline 2649-Photo 22]		Photographic Survey Corporation		cartographic	Aerial photographs	1953	[Publisher unknown]	[Toronto, Ont.]	1953	eng	remote-sensing image	[1:4,800]	1 remote-sensing image ; 22 x 22 cm.	Stereoscopic coverage. Shows area between Hamilton and Burlington between the Royal Botanical Gardens and the Q.E.W. junction. Site of present day Highway 403. Photocopied from original set at Queen's University, Maps and Air Photos Collection. Source: Photographic Survey Corp. Ltd. [Survey for the Queen Elizabeth Way], 1953.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.301477 ; longitude -79.889789
AirPhotos_Hamilton_1953_2649-23	[Hamilton - Burlington survey for the Queen Elizabeth Way, 1953] : [Flightline 2649-Photo 23]		Photographic Survey Corporation		cartographic	Aerial photographs	1953	[Publisher unknown]	[Toronto, Ont.]	1953	eng	remote-sensing image	[1:4,800]	1 remote-sensing image ; 22 x 22 cm.	Stereoscopic coverage. Shows area between Hamilton and Burlington between the Royal Botanical Gardens and the Q.E.W. junction. Site of present day Highway 403. Photocopied from original set at Queen's University, Maps and Air Photos Collection. Source: Photographic Survey Corp. Ltd. [Survey for the Queen Elizabeth Way], 1953.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.30357 ; longitude -79.885497
AirPhotos_Hamilton_1953_2649-24	[Hamilton - Burlington survey for the Queen Elizabeth Way, 1953] : [Flightline 2649-Photo 24]		Photographic Survey Corporation		cartographic	Aerial photographs	1953	[Publisher unknown]	[Toronto, Ont.]	1953	eng	remote-sensing image	[1:4,800]	1 remote-sensing image ; 22 x 22 cm.	Stereoscopic coverage. Shows area between Hamilton and Burlington between the Royal Botanical Gardens and the Q.E.W. junction. Site of present day Highway 403. Photocopied from original set at Queen's University, Maps and Air Photos Collection. Source: Photographic Survey Corp. Ltd. [Survey for the Queen Elizabeth Way], 1953.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.306287 ; longitude -79.88112
AirPhotos_Hamilton_1953_2649-25	[Hamilton - Burlington survey for the Queen Elizabeth Way, 1953] : [Flightline 2649-Photo 25]		Photographic Survey Corporation		cartographic	Aerial photographs	1953	[Publisher unknown]	[Toronto, Ont.]	1953	eng	remote-sensing image	[1:4,800]	1 remote-sensing image ; 22 x 22 cm.	Stereoscopic coverage. Shows area between Hamilton and Burlington between the Royal Botanical Gardens and the Q.E.W. junction. Site of present day Highway 403. Photocopied from original set at Queen's University, Maps and Air Photos Collection. Source: Photographic Survey Corp. Ltd. [Survey for the Queen Elizabeth Way], 1953.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.30891 ; longitude -79.876785
AirPhotos_Hamilton_1953_2649-26	[Hamilton - Burlington survey for the Queen Elizabeth Way, 1953] : [Flightline 2649-Photo 26]		Photographic Survey Corporation		cartographic	Aerial photographs	1953	[Publisher unknown]	[Toronto, Ont.]	1953	eng	remote-sensing image	[1:4,800]	1 remote-sensing image ; 22 x 22 cm.	Stereoscopic coverage. Shows area between Hamilton and Burlington between the Royal Botanical Gardens and the Q.E.W. junction. Site of present day Highway 403. Photocopied from original set at Queen's University, Maps and Air Photos Collection. Source: Photographic Survey Corp. Ltd. [Survey for the Queen Elizabeth Way], 1953.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.311814 ; longitude -79.87185
AirPhotos_Hamilton_1953_2649-27	[Hamilton - Burlington survey for the Queen Elizabeth Way, 1953] : [Flightline 2649-Photo 27]		Photographic Survey Corporation		cartographic	Aerial photographs	1953	[Publisher unknown]	[Toronto, Ont.]	1953	eng	remote-sensing image	[1:4,800]	1 remote-sensing image ; 22 x 22 cm.	Stereoscopic coverage. Shows area between Hamilton and Burlington between the Royal Botanical Gardens and the Q.E.W. junction. Site of present day Highway 403. Photocopied from original set at Queen's University, Maps and Air Photos Collection. Source: Photographic Survey Corp. Ltd. [Survey for the Queen Elizabeth Way], 1953.	Hamilton (Ont.)	Burlington (Ont.)		North America	Canada	Ontario			Hamilton, Burlington			latitude 43.314562 ; longitude -79.867558
