Identifier	Title	Subtitle	Corporate Name/Author	Personal Name/Author	Type of resource	Genre	Date	Publisher	Place of publication	Date Other	Language	Form	Extent/Scale	Physical description note	Note	Subject(geographic)	Subject(geographic)	Subject(geographic)	Continent	Country	Province/state	Region	County	City	City section	Area	Coordinates
identifier	title	subtitle	corporateauthor	personalauthor	typeofresource	genreloc	dateCreated	publisher	publicationplace	dateOther	language	physicalform	physicalextent	physicalnote	note	subjectgeographic	subjectgeographic	subjectgeographic	continent	country	province	region	county	city	citySection	area	coordinates
AirPhotos_Hamilton_1962-1963_J2394-1	[Queen Elizabeth Way and Highway 2 corridor, 1962] : [Flightline J2394-Photo 1]				cartographic	Aerial photographs	1962	[Publisher unknown]	[Place of publication unknown]	1962	eng	remote-sensing image	[1:3,000]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows the Highway 2 corridor (Lakeshore Road) from Guelph Line in Burlington to Clarkson in Mississauga.	Burlington (Ont.)	Oakville (Ont.)	Mississauga (Ont.)	North America	Canada	Ontario			Burlington, Oakville, Mississauga			latitude 43.413044 ; longitude -79.70323
AirPhotos_Hamilton_1962-1963_J2394-2	[Queen Elizabeth Way and Highway 2 corridor, 1962] : [Flightline J2394-Photo 2]				cartographic	Aerial photographs	1962	[Publisher unknown]	[Place of publication unknown]	1962	eng	remote-sensing image	[1:3,000]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows the Highway 2 corridor (Lakeshore Road) from Guelph Line in Burlington to Clarkson in Mississauga.	Burlington (Ont.)	Oakville (Ont.)	Mississauga (Ont.)	North America	Canada	Ontario			Burlington, Oakville, Mississauga			latitude 43.415382 ; longitude -79.701047
AirPhotos_Hamilton_1962-1963_J2394-3	[Queen Elizabeth Way and Highway 2 corridor, 1962] : [Flightline J2394-Photo 3]				cartographic	Aerial photographs	1962	[Publisher unknown]	[Place of publication unknown]	1962	eng	remote-sensing image	[1:3,000]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows the Highway 2 corridor (Lakeshore Road) from Guelph Line in Burlington to Clarkson in Mississauga.	Burlington (Ont.)	Oakville (Ont.)	Mississauga (Ont.)	North America	Canada	Ontario			Burlington, Oakville, Mississauga			latitude 43.417564 ; longitude -79.69873
AirPhotos_Hamilton_1962-1963_J2394-4	[Queen Elizabeth Way and Highway 2 corridor, 1962] : [Flightline J2394-Photo 4]				cartographic	Aerial photographs	1962	[Publisher unknown]	[Place of publication unknown]	1962	eng	remote-sensing image	[1:3,000]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows the Highway 2 corridor (Lakeshore Road) from Guelph Line in Burlington to Clarkson in Mississauga.	Burlington (Ont.)	Oakville (Ont.)	Mississauga (Ont.)	North America	Canada	Ontario			Burlington, Oakville, Mississauga			latitude 43.419762 ; longitude -79.696326
AirPhotos_Hamilton_1962-1963_J2394-5	[Queen Elizabeth Way and Highway 2 corridor, 1962] : [Flightline J2394-Photo 5]				cartographic	Aerial photographs	1962	[Publisher unknown]	[Place of publication unknown]	1962	eng	remote-sensing image	[1:3,000]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows the Highway 2 corridor (Lakeshore Road) from Guelph Line in Burlington to Clarkson in Mississauga.	Burlington (Ont.)	Oakville (Ont.)	Mississauga (Ont.)	North America	Canada	Ontario			Burlington, Oakville, Mississauga			latitude 43.421882 ; longitude -79.693923
AirPhotos_Hamilton_1962-1963_J2394-6	[Queen Elizabeth Way and Highway 2 corridor, 1962] : [Flightline J2394-Photo 6]				cartographic	Aerial photographs	1962	[Publisher unknown]	[Place of publication unknown]	1962	eng	remote-sensing image	[1:3,000]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows the Highway 2 corridor (Lakeshore Road) from Guelph Line in Burlington to Clarkson in Mississauga.	Burlington (Ont.)	Oakville (Ont.)	Mississauga (Ont.)	North America	Canada	Ontario			Burlington, Oakville, Mississauga			latitude 43.423939 ; longitude -79.69152
AirPhotos_Hamilton_1962-1963_J2394-7	[Queen Elizabeth Way and Highway 2 corridor, 1962] : [Flightline J2394-Photo 7]				cartographic	Aerial photographs	1962	[Publisher unknown]	[Place of publication unknown]	1962	eng	remote-sensing image	[1:3,000]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows the Highway 2 corridor (Lakeshore Road) from Guelph Line in Burlington to Clarkson in Mississauga.	Burlington (Ont.)	Oakville (Ont.)	Mississauga (Ont.)	North America	Canada	Ontario			Burlington, Oakville, Mississauga			latitude 43.426043 ; longitude -79.688923
AirPhotos_Hamilton_1962-1963_J2394-8	[Queen Elizabeth Way and Highway 2 corridor, 1962] : [Flightline J2394-Photo 8]				cartographic	Aerial photographs	1962	[Publisher unknown]	[Place of publication unknown]	1962	eng	remote-sensing image	[1:3,000]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows the Highway 2 corridor (Lakeshore Road) from Guelph Line in Burlington to Clarkson in Mississauga.	Burlington (Ont.)	Oakville (Ont.)	Mississauga (Ont.)	North America	Canada	Ontario			Burlington, Oakville, Mississauga			latitude 43.428256 ; longitude -79.686584
AirPhotos_Hamilton_1962-1963_J2394-9	[Queen Elizabeth Way and Highway 2 corridor, 1962] : [Flightline J2394-Photo 9]				cartographic	Aerial photographs	1962	[Publisher unknown]	[Place of publication unknown]	1962	eng	remote-sensing image	[1:3,000]	1 remote-sensing image ; 23 x 23 cm.	Stereoscopic coverage. Shows the Highway 2 corridor (Lakeshore Road) from Guelph Line in Burlington to Clarkson in Mississauga.	Burlington (Ont.)	Oakville (Ont.)	Mississauga (Ont.)	North America	Canada	Ontario			Burlington, Oakville, Mississauga			latitude 43.430328 ; longitude -79.684138
