Identifier	Title	Subtitle	Corporate Name/Author	Personal Name/Author	Type of resource	Genre	Date	Publisher	Place of publication	Date Other	Language	Form	Extent/Scale	Physical description note	Note	Subject(geographic)	Subject(geographic)	Subject(geographic)	Continent	Country	Province/state	Region	County	City	City section	Area	Coordinates
identifier	title	subtitle	corporateauthor	personalauthor	typeofresource	genreloc	dateCreated	publisher	publicationplace	dateOther	language	physicalform	physicalextent	physicalnote	note	subjectgeographic	subjectgeographic	subjectgeographic	continent	country	province	region	county	city	citySection	area	coordinates
AirPhotos_Hamilton_1934_A4700-76	[Greater Hamilton Area, from Caledonia to Vineland, 6/30/1934] : [Flightline A4700-Photo 76]		National Air Photo Library (Canada)		cartographic	Aerial photographs	6/30/1934	[Publisher unknown]	[Place of publication unknown]	6/30/1934	eng	remote-sensing image	[1:20,000]	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Brinbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario	Niagara				Lincoln	latitude 43.184026 ; longitude -79.412956
AirPhotos_Hamilton_1934_A4700-78	[Greater Hamilton Area, from Caledonia to Vineland, 6/30/1934] : [Flightline A4700-Photo 78]		National Air Photo Library (Canada)		cartographic	Aerial photographs	6/30/1934	[Publisher unknown]	[Place of publication unknown]	6/30/1934	eng	remote-sensing image	[1:20,000]	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Brinbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario	Niagara				Lincoln	latitude 43.183963 ; longitude -79.446087
AirPhotos_Hamilton_1934_A4700-80	[Greater Hamilton Area, from Caledonia to Vineland, 6/30/1934] : [Flightline A4700-Photo 80]		National Air Photo Library (Canada)		cartographic	Aerial photographs	6/30/1934	[Publisher unknown]	[Place of publication unknown]	6/30/1934	eng	remote-sensing image	[1:20,000]	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Brinbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario	Niagara				Lincoln	latitude 43.184714 ; longitude -79.480247
AirPhotos_Hamilton_1934_A4701-9	[Greater Hamilton Area, from Caledonia to Vineland, 7/1/1934] : [Flightline A4701-Photo 9]		National Air Photo Library (Canada)		cartographic	Aerial photographs	7/1/1934	[Publisher unknown]	[Place of publication unknown]	7/1/1934	eng	remote-sensing image	[1:20,000]	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Brinbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.164684 ; longitude -79.925988
AirPhotos_Hamilton_1934_A4701-10	[Greater Hamilton Area, from Caledonia to Vineland, 7/1/1934] : [Flightline A4701-Photo 10]		National Air Photo Library (Canada)		cartographic	Aerial photographs	7/1/1934	[Publisher unknown]	[Place of publication unknown]	7/1/1934	eng	remote-sensing image	[1:20,000]	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Brinbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.164168 ; longitude -79.909422
AirPhotos_Hamilton_1934_A4701-11	[Greater Hamilton Area, from Caledonia to Vineland, 7/1/1934] : [Flightline A4701-Photo 11]		National Air Photo Library (Canada)		cartographic	Aerial photographs	7/1/1934	[Publisher unknown]	[Place of publication unknown]	7/1/1934	eng	remote-sensing image	[1:20,000]	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Brinbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.162791 ; longitude -79.897621
AirPhotos_Hamilton_1934_A4701-12	[Greater Hamilton Area, from Caledonia to Vineland, 7/1/1934] : [Flightline A4701-Photo 12]		National Air Photo Library (Canada)		cartographic	Aerial photographs	7/1/1934	[Publisher unknown]	[Place of publication unknown]	7/1/1934	eng	remote-sensing image	[1:20,000]	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Brinbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.162282 ; longitude -79.888726
AirPhotos_Hamilton_1934_A4701-13	[Greater Hamilton Area, from Caledonia to Vineland, 7/1/1934] : [Flightline A4701-Photo 13]		National Air Photo Library (Canada)		cartographic	Aerial photographs	7/1/1934	[Publisher unknown]	[Place of publication unknown]	7/1/1934	eng	remote-sensing image	[1:20,000]	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Brinbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.16074 ; longitude -79.872987
AirPhotos_Hamilton_1934_A4701-14	[Greater Hamilton Area, from Caledonia to Vineland, 7/1/1934] : [Flightline A4701-Photo 14]		National Air Photo Library (Canada)		cartographic	Aerial photographs	7/1/1934	[Publisher unknown]	[Place of publication unknown]	7/1/1934	eng	remote-sensing image	[1:20,000]	1 remote-sensing image ; 18 x 24 cm. Some surface damage (pencil markings).	Shows parts of Lincoln Township, Binbrook Township, Seneca Township, Hamilton, and Burlington. On verso: Royal Canadian Air Force, Crown copyright. Source: National Air Photo Library [Parts of Lincoln Township, Brinbrook Township, Seneca Township and Burlington] June-November, 1934.	Hamilton Region (Ont.)			North America	Canada	Ontario			Hamilton			latitude 43.160912 ; longitude -79.860477
